pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
HD 13808 b,HD 13808,1,2,Radial Velocity,2021,La Silla Observatory,0,14.1815,0.0015,-0.0015,0,0.10519,0.00093,-0.0011,0,3.35,,,0,0.299,,,0,11.2,1.2,-0.66,0,0.03524,0.00378,-0.00208,0,Msini,0.071,0.027,-0.047,0,,,,,,,,,0,K2 V,5035,50,-50,0,0.78,0.02,-0.02,0,0.77,0.02,-0.02,0,-0.21,0.02,-0.02,0,[Fe/H],4.58,0.07,-0.08,0,02h12m42.74s,33.1780708,-53d44m37.53s,-53.7437591,28.2305,0.0257,-0.0258,8.36,0.03,-0.03,6.25,0.024,-0.024,8.11006,0.000272,-0.000272
HD 13808 c,HD 13808,1,2,Radial Velocity,2021,La Silla Observatory,0,53.753,0.05,-0.082,0,0.2554,0.0028,-0.0023,0,3.13,,,0,0.279,,,0,9.96,1.8,-0.96,0,0.03134,0.00566,-0.00302,0,Msini,0.156,0.05,-0.061,0,,,,,,,,,0,K2 V,5035,50,-50,0,0.78,0.02,-0.02,0,0.77,0.02,-0.02,0,-0.21,0.02,-0.02,0,[Fe/H],4.58,0.07,-0.08,0,02h12m42.74s,33.1780708,-53d44m37.53s,-53.7437591,28.2305,0.0257,-0.0258,8.36,0.03,-0.03,6.25,0.024,-0.024,8.11006,0.000272,-0.000272
HD 13908 b,HD 13908,1,2,Radial Velocity,2013,Haute-Provence Observatory,0,19.382,0.006,-0.006,0,0.154,0.0025,-0.0025,0,13.9,,,0,1.24,,,0,274.91,11.12,-11.12,0,0.865,0.035,-0.035,0,Msini,0.02,0.018,-0.018,0,,,,,,,,,0,F8 V,6255,66,-66,0,1.67,0.1,-0.1,0,1.29,0.04,-0.04,0,0.01,0.04,-0.04,0,[Fe/H],4.11,0.11,-0.11,0,02h18m14.62s,34.5609102,+65d35m39.08s,65.5941901,79.5515,0.2196,-0.2185,7.52,0.03,-0.03,6.21,0.021,-0.021,7.3845,0.000201,-0.000201
HD 13908 c,HD 13908,1,2,Radial Velocity,2013,Haute-Provence Observatory,0,931,17,-17,0,2.03,0.04,-0.04,0,12.8,,,0,1.15,,,0,1630.4,79.45,-79.45,0,5.13,0.25,-0.25,0,Msini,0.12,0.02,-0.02,0,,,,,,,,,0,F8 V,6255,66,-66,0,1.67,0.1,-0.1,0,1.29,0.04,-0.04,0,0.01,0.04,-0.04,0,[Fe/H],4.11,0.11,-0.11,0,02h18m14.62s,34.5609102,+65d35m39.08s,65.5941901,79.5515,0.2196,-0.2185,7.52,0.03,-0.03,6.21,0.021,-0.021,7.3845,0.000201,-0.000201
HD 13931 b,HD 13931,1,1,Radial Velocity,2009,W. M. Keck Observatory,0,4218,390,-390,0,5.15,0.33,-0.33,0,13.3,,,0,1.19,,,0,699.226,66.7443,-66.7443,0,2.2,0.21,-0.21,0,Msini,0.02,0.04,-0.04,0,,,,,,,,,0,G0,5867,25,-25,0,1.25,0.02,-0.02,0,1.3,0.13,-0.13,0,0.05,,,0,[Fe/H],4.36,0.04,-0.04,0,02h16m47.52s,34.1979991,+43d46m19.94s,43.7722065,47.3963,0.1446,-0.1438,7.61,0.03,-0.03,6.139,0.029,-0.029,7.45464,0.000343,-0.000343
HD 139357 b,HD 139357,1,1,Radial Velocity,2008,Thueringer Landessternwarte Tautenburg,0,1125.7,9,-9,0,2.36,0.2,-0.2,0,12.5,,,0,1.11,,,0,3101.89,683.306,-683.306,0,9.76,2.15,-2.15,0,Msini,0.1,0.02,-0.02,0,,,,,,,,,0,K0,4700,70,-70,0,11.47,0.75,-0.75,0,1.35,0.24,-0.24,0,-0.13,0.05,-0.05,0,[Fe/H],2.9,0.15,-0.15,0,15h35m16.17s,233.8173564,+53d55m19.74s,53.9221505,112.09,0.698,-0.698,5.97272,0.023,-0.023,3.406,0.324,-0.324,5.6303,0.0016537,-0.0016537
HD 1397 b,HD 1397,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),0,11.53533,0.00079,-0.0008,0,0.1097,0.0011,-0.0013,0,11.5,0.28,-0.303,0,1.026,0.025,-0.027,0,131.89945,6.3566,-6.3566,0,0.415,0.02,-0.02,0,Mass,0.251,0.02,-0.019,0,356,12,-12,0,1228,10,-10,0,0,G5 III/IV,5521,60,-60,0,2.34,0.05,-0.06,0,1.32,0.04,-0.05,0,0.29,0.09,-0.09,0,[Fe/H],3.82,0.02,-0.02,0,00h17m47.32s,4.4471631,-66d21m32.14s,-66.3589285,79.5702,0.1738,-0.1731,7.79,0.03,-0.03,5.988,0.018,-0.018,7.59336,0.000278,-0.000278
HD 14067 b,HD 14067,1,1,Radial Velocity,2014,Okayama Astrophysical Observatory,0,1455,13,-12,0,3.4,0.1,-0.1,0,12.6,,,0,1.12,,,0,2479,222.5,-222.5,0,7.8,0.7,-0.7,0,Msini,0.533,0.043,-0.047,0,,,,,,,,,0,G9 III,4815,100,-100,0,12.4,1.1,-1.1,0,2.4,0.2,-0.2,0,-0.1,0.08,-0.08,0,[Fe/H],2.61,0.1,-0.1,0,02h17m10.40s,34.293348,+23d46m03.56s,23.7676546,142.024,0.845,-0.835,6.53329,0.023,-0.023,4.097,0.036,-0.036,6.23751,0.0004951,-0.0004951
HD 141399 b,HD 141399,1,4,Radial Velocity,2014,Multiple Observatories,0,94.44,0.05,-0.05,0,0.415,0.011,-0.011,0,14.3,,,0,1.28,,,0,143.34133,9.5349,-9.5349,0,0.451,0.03,-0.03,0,Msini,0.04,0.02,-0.02,0,,,,,,,,,0,K0,5600,40,-40,0,1.46,0.15,-0.15,0,1.07,0.08,-0.08,0,0.35,0.03,-0.03,0,[Fe/H],4.28,0.05,-0.05,0,15h46m53.65s,236.7235392,+46d59m10.64s,46.986288,37.0169,0.033,-0.0329,7.20856,0.023,-0.023,5.499,0.018,-0.018,7.00926,0.000186,-0.000186
HD 141399 c,HD 141399,1,4,Radial Velocity,2014,Multiple Observatories,0,201.99,0.08,-0.08,0,0.689,0.02,-0.02,0,13.6,,,0,1.22,,,0,422.7139,25.4264,-25.4264,0,1.33,0.08,-0.08,0,Msini,0.048,0.009,-0.009,0,,,,,,,,,0,K0,5600,40,-40,0,1.46,0.15,-0.15,0,1.07,0.08,-0.08,0,0.35,0.03,-0.03,0,[Fe/H],4.28,0.05,-0.05,0,15h46m53.65s,236.7235392,+46d59m10.64s,46.986288,37.0169,0.033,-0.0329,7.20856,0.023,-0.023,5.499,0.018,-0.018,7.00926,0.000186,-0.000186
HD 141399 d,HD 141399,1,4,Radial Velocity,2014,Multiple Observatories,0,1069.8,6.7,-6.7,0,2.09,0.06,-0.06,0,13.7,,,0,1.22,,,0,375.0394,25.4264,-25.4264,0,1.18,0.08,-0.08,0,Msini,0.074,0.025,-0.025,0,,,,,,,,,0,K0,5600,40,-40,0,1.46,0.15,-0.15,0,1.07,0.08,-0.08,0,0.35,0.03,-0.03,0,[Fe/H],4.28,0.05,-0.05,0,15h46m53.65s,236.7235392,+46d59m10.64s,46.986288,37.0169,0.033,-0.0329,7.20856,0.023,-0.023,5.499,0.018,-0.018,7.00926,0.000186,-0.000186
HD 141399 e,HD 141399,1,4,Radial Velocity,2014,Multiple Observatories,0,5000,560,-2000,0,5,1.5,-1.5,0,14.1,,,0,1.25,,,0,209.7678,31.783,-31.783,0,0.66,0.1,-0.1,0,Msini,0.26,0.22,-0.22,0,,,,,,,,,0,K0,5600,40,-40,0,1.46,0.15,-0.15,0,1.07,0.08,-0.08,0,0.35,0.03,-0.03,0,[Fe/H],4.28,0.05,-0.05,0,15h46m53.65s,236.7235392,+46d59m10.64s,46.986288,37.0169,0.033,-0.0329,7.20856,0.023,-0.023,5.499,0.018,-0.018,7.00926,0.000186,-0.000186
HD 141937 b,HD 141937,1,1,Radial Velocity,2002,La Silla Observatory,0,653.21997,1.2,-1.2,0,1.5,0.03,-0.03,0,12.5,,,0,1.11,,,0,3079.7727,127.132,-127.132,0,9.69,0.4,-0.4,0,Msini,0.41,0.01,-0.01,0,,,,,,,,,0,G2/G3 V,5870,9,-9,0,1.03,0.01,-0.01,0,1.09,0.05,-0.05,0,0.11,,,0,[Fe/H],4.45,0.02,-0.02,0,15h52m17.65s,238.0735585,-18d26m09.50s,-18.4359716,33.3622,0.0719,-0.0717,7.25,0.03,-0.03,5.764,0.016,-0.016,7.09149,0.000199,-0.000199
HD 142 b,HD 142,2,2,Radial Velocity,2001,Anglo-Australian Telescope,0,349.7,1.2,-1.2,0,1.02,0.03,-0.03,0,13.7,,,0,1.22,,,0,397.27,47.67,-47.67,0,1.25,0.15,-0.15,0,Msini,0.17,0.06,-0.06,0,,,,,,,,,0,G1 IV,6245,48,-48,0,1.47,0.04,-0.04,0,1.23,0.22,-0.16,0,0.09,0.05,-0.05,0,[Fe/H],4.62,0.07,-0.07,0,00h06m20.08s,1.5836771,-49d04m31.30s,-49.0753625,26.1853,0.0449,-0.0446,5.7,0.03,-0.03,4.474,0.024,-0.024,5.58442,0.0011348,-0.0011348
HD 142 c,HD 142,2,2,Radial Velocity,2012,Anglo-Australian Telescope,0,6005,477,-477,0,6.8,0.5,-0.5,0,12.8,,,0,1.14,,,0,1684.4,222.5,-222.5,0,5.3,0.7,-0.7,0,Msini,0.21,0.07,-0.07,0,,,,,,,,,0,F7V,6245,48,-48,0,1.47,0.04,-0.04,0,1.23,0.22,-0.16,0,0.09,0.05,-0.05,0,[Fe/H],4.62,0.07,-0.07,0,00h06m20.08s,1.5836771,-49d04m31.30s,-49.0753625,26.1853,0.0449,-0.0446,5.7,0.03,-0.03,4.474,0.024,-0.024,5.58442,0.0011348,-0.0011348
HD 142022 A b,HD 142022 A,2,1,Radial Velocity,2005,La Silla Observatory,0,1928,46,-46,0,2.93,0.07,-0.07,0,12.9,,,0,1.15,,,0,1411.1652,1007.5211,-1007.5211,0,4.44,3.17,-3.17,0,Msini,0.53,0.2,-0.2,0,,,,,,,,,0,K0,5421,77,-77,0,1.04,0.03,-0.03,0,0.9,0.05,-0.05,0,0.19,,,0,[Fe/H],4.35,0,0,0,16h10m11.56s,242.5481731,-84d13m54.30s,-84.2317494,34.2802,0.0315,-0.0315,7.7,0.03,-0.03,5.964,0.027,-0.027,7.51423,0.000219,-0.000219
HD 142245 b,HD 142245,3,1,Radial Velocity,2011,W. M. Keck Observatory,0,1299,48,-48,0,2.78,0.09,-0.09,0,13.1,,,0,1.17,,,0,975.7381,133.4886,-133.4886,0,3.07,0.42,-0.42,0,Msini,0,,,0,,,,,,,,,0,K0,4922,13,-13,0,4.63,0.16,-0.16,0,3.5,0.47,-0.47,0,0.17,,,0,[Fe/H],3.65,0.05,-0.05,0,15h52m56.22s,238.2342443,+15d25m50.20s,15.4306118,97.2305,0.3914,-0.3914,7.46,0.03,-0.03,5.11,0.031,-0.031,7.18949,0.000174,-0.000174
HD 142415 b,HD 142415,1,1,Radial Velocity,2003,La Silla Observatory,0,386.29999,1.6,-1.6,0,1.06,0.02,-0.02,0,13.5,,,0,1.2,,,0,530.7761,38.1396,-38.1396,0,1.67,0.12,-0.12,0,Msini,0.5,,,0,,,,,,,,,0,G1 V,5940,28,-28,0,1.04,0.02,-0.02,0,1.07,0.1,-0.1,0,0.13,,,0,[Fe/H],4.44,0.04,-0.04,0,15h57m40.56s,239.418989,-60d12m02.50s,-60.2006948,35.5318,0.0418,-0.0417,7.33,0.03,-0.03,5.892,0.023,-0.023,7.17789,0.000246,-0.000246
HD 143105 b,HD 143105,1,1,Radial Velocity,2016,Haute-Provence Observatory,0,2.1974,0.0003,-0.0003,0,0.0379,0.0009,-0.0009,0,13.7,,,0,1.22,,,0,384.5743,19.0698,-19.0698,0,1.21,0.06,-0.06,0,Msini,0.07,,,1,,,,,,,,,0,F5,6380,60,-60,0,1.65,0.01,-0.02,0,1.51,0.11,-0.11,0,0.15,0.04,-0.04,0,[Fe/H],4.37,0.04,-0.04,0,15h53m36.57s,238.4023547,+68d43m11.92s,68.7199779,46.7789,0.0435,-0.0433,6.77005,0.023,-0.023,5.519,0.02,-0.02,6.62583,0.000257,-0.000257
HD 143361 b,HD 143361,1,1,Radial Velocity,2008,Las Campanas Observatory,0,1039.15,1.64,-1.7,0,1.988,0.018,-0.018,0,13.1,,,0,1.16,,,0,1122.57556,20.65895,-20.97678,0,3.532,0.065,-0.066,0,Msini,0.197,0.006,-0.006,0,,,,,,,,,0,G6 V,5507,10,-10,0,0.92,0.04,-0.04,0,0.97,0.03,-0.03,0,0.14,0.06,-0.06,0,[Fe/H],4.47,0.04,-0.04,0,16h01m50.12s,240.4588405,-44d26m06.21s,-44.4350575,68.5146,0.2971,-0.2946,9.2,0.03,-0.03,7.488,0.018,-0.018,9.01602,0.000158,-0.000158
HD 145377 b,HD 145377,1,1,Radial Velocity,2008,La Silla Observatory,0,103.95,0.13,-0.13,0,0.45,0.01,-0.01,0,12.8,,,0,1.14,,,0,1913.3366,152.5584,-152.5584,0,6.02,0.48,-0.48,0,Msini,0.31,0.02,-0.02,0,,,,,,,,,0,G3 V,6014,20,-20,0,1.05,0.02,-0.02,0,1.2,0.14,-0.14,0,0.11,,,0,[Fe/H],4.47,0.05,-0.05,0,16h11m36.47s,242.9019658,-27d04m41.23s,-27.0781199,53.4884,0.144,-0.1431,9.236,0.046,-0.046,6.706,0.018,-0.018,7.96999,0.000222,-0.000222
HD 145457 b,HD 145457,1,1,Radial Velocity,2010,Subaru Telescope,0,176.3,0.39,-0.39,0,0.76,0.04,-0.04,0,13.3,,,0,1.19,,,0,708.7609,133.4886,-133.4886,0,2.23,0.42,-0.42,0,Msini,0.11,0.04,-0.04,0,,,,,,,,,0,K0,4769,27,-27,0,10.52,0.41,-0.41,0,1.23,0.34,-0.34,0,-0.25,,,0,[Fe/H],2.48,0.11,-0.11,0,16h10m03.89s,242.5162215,+26d44m34.46s,26.7429068,135.292,0.4035,-0.4035,6.57226,0.023,-0.023,4.122,0.042,-0.042,6.28309,0.0003266,-0.0003266
HD 145934 b,HD 145934,1,1,Radial Velocity,2015,W. M. Keck Observatory,0,2730,100,-100,0,4.6,0.14,-0.14,0,13.3,,,0,1.19,,,0,724.62,82.63,-82.63,0,2.28,0.26,-0.26,0,Msini,0.053,0.053,-0.063,0,,,,,,,,,0,K0,4899,44,-44,0,5.38,0.44,-0.44,0,1.75,0.1,-0.1,0,0.15,0.03,-0.03,0,[M/H],3.23,0.06,-0.06,0,16h13m09.89s,243.2912249,+13d14m22.03s,13.2394527,227.881,2.3975,-2.3975,8.495,0.003,-0.003,6.145,0.015,-0.015,8.24065,0.000358,-0.000358
HD 1461 b,HD 1461,1,2,Radial Velocity,2010,W. M. Keck Observatory,0,5.77152,0.00045,-0.00045,0,0.0634,0.0022,-0.0022,0,2.42,,,0,0.216,,,0,6.44,0.61,-0.61,0,0.02026,0.00192,-0.00192,0,Msini,0.172,,,1,,,,,,,,,0,G0 V,5765,18,-18,0,1.13,0.05,-0.05,0,1.02,,,0,0.19,0.01,-0.01,0,[Fe/H],4.38,0.03,-0.03,0,00h18m42.30s,4.6762645,-08d03m13.03s,-8.0536206,23.4534,0.0309,-0.0309,6.47933,0.023,-0.023,4.897,0.023,-0.023,6.29454,0.0003801,-0.0003801
HD 1461 c,HD 1461,1,2,Radial Velocity,2015,La Silla Observatory,0,13.5052,0.0029,-0.0029,0,0.1117,0.0039,-0.0039,0,2.23,,,0,0.199,,,0,5.59,0.73,-0.73,0,0.01759,0.0023,-0.0023,0,Msini,0.305,,,1,,,,,,,,,0,G0 V,5765,18,-18,0,1.24,0.03,-0.03,0,1.02,,,0,0.19,0.01,-0.01,0,[Fe/H],4.38,0.03,-0.03,0,00h18m42.30s,4.6762645,-08d03m13.03s,-8.0536206,23.4534,0.0309,-0.0309,6.47933,0.023,-0.023,4.897,0.023,-0.023,6.29454,0.0003801,-0.0003801
HD 147018 b,HD 147018,1,2,Radial Velocity,2009,La Silla Observatory,0,44.236,0.008,-0.008,0,0.2388,0.0039,-0.0039,0,13.4,,,0,1.19,,,0,674,20,-20,0,2.12,0.07,-0.07,0,Msini,0.4686,0.0081,-0.0081,0,,,,,,,,,0,G9 V,5441,55,-55,0,0.94,0.02,-0.01,0,0.93,0.03,-0.03,0,0.1,0.05,-0.05,0,[Fe/H],4.42,0.04,-0.04,0,16h22m59.76s,245.7490012,-61d41m24.46s,-61.6901291,40.4256,0.0716,-0.0713,8.3,0.03,-0.03,6.571,0.021,-0.021,8.11145,0.000237,-0.000237
HD 147018 c,HD 147018,1,2,Radial Velocity,2009,La Silla Observatory,0,1008,18,-18,0,1.922,0.039,-0.039,0,12.7,,,0,1.13,,,0,2080,100,-100,0,6.56,0.32,-0.32,0,Msini,0.133,0.011,-0.011,0,,,,,,,,,0,G9 V,5441,55,-55,0,0.94,0.02,-0.01,0,0.93,0.03,-0.03,0,0.1,0.05,-0.05,0,[Fe/H],4.42,0.04,-0.04,0,16h22m59.76s,245.7490012,-61d41m24.46s,-61.6901291,40.4256,0.0716,-0.0713,8.3,0.03,-0.03,6.571,0.021,-0.021,8.11145,0.000237,-0.000237
HD 147379 b,HD 147379,2,1,Radial Velocity,2017,Calar Alto Observatory,0,86.78,0.16,-0.15,0,0.323,0.005,-0.006,0,5.82,,,0,0.519,,,0,28.55,1.49,-1.45,0,0.08983,0.00469,-0.00456,0,Msini,0.07,0.04,-0.04,0,,,,,,,,,0,M1,4156,73,-73,0,0.57,0.06,-0.06,0,0.6,0.07,-0.07,0,0.19,0.08,-0.08,0,[Fe/H],4.61,0.01,-0.01,0,16h16m41.42s,244.1725686,+67d14m21.13s,67.2392041,10.7643,0.00365,-0.00365,8.61,0.1,-0.1,4.953,0.018,-0.018,7.90052,0.000581,-0.000581
HD 147513 b,HD 147513,2,1,Radial Velocity,2003,La Silla Observatory,0,528.4,6.3,-6.3,0,1.32,,,0,13.7,,,0,1.22,,,0,385,,,0,1.21,,,0,Msini,0.26,0.05,-0.05,0,,,,,,,,,0,G3/5V,5883,,,0,0.98,0.03,-0.02,0,1.11,,,0,0.06,,,0,[Fe/H],4.51,,,0,16h24m01.39s,246.0057894,-39d11m34.68s,-39.1929661,12.9032,0.0234,-0.0233,5.37,0.03,-0.03,3.933,0.036,-0.036,5.22664,0.0027777,-0.0027777
HD 14787 b,HD 14787,1,1,Radial Velocity,2018,W. M. Keck Observatory,0,676.6,8.1,-8.1,0,1.7,0.19,-0.19,0,13.7,,,0,1.23,,,0,356.28743,21.93027,-21.93027,0,1.121,0.069,-0.069,0,Msini,0.155,0.073,-0.073,0,,,,,,,,,0,G5,4946,,,0,5.01,,,0,1.43,,,0,0,0.1,-0.1,0,[M/H],3.23,,,0,02h23m14.04s,35.8085099,+10d50m12.47s,10.8367972,119.137,0.7555,-0.7555,7.63,0.03,-0.03,5.388,0.021,-0.021,7.37839,0.000336,-0.000336
HD 147873 b,HD 147873,2,2,Radial Velocity,2016,Multiple Observatories,0,116.596,0.023,-0.023,0,0.522,0.018,-0.018,0,12.8,,,0,1.15,,,0,1633.6462,108.0622,-108.0622,0,5.14,0.34,-0.34,0,Msini,0.207,0.013,-0.013,0,,,,,,,,,0,G1 V,5972,100,-100,0,2.29,0.1,-0.1,0,1.38,0.05,-0.05,0,0.03,0.1,-0.1,0,[Fe/H],3.86,0.05,-0.05,0,16h25m45.13s,246.4380471,-33d34m02.00s,-33.5672217,109.055,1.021,-1.002,7.96,0.03,-0.03,6.581,0.029,-0.029,7.81828,0.000315,-0.000315
HD 147873 c,HD 147873,2,2,Radial Velocity,2016,Multiple Observatories,0,491.54,0.79,-0.79,0,1.36,0.05,-0.05,0,13.3,,,0,1.19,,,0,731.009,57.2094,-57.2094,0,2.3,0.18,-0.18,0,Msini,0.23,0.03,-0.03,0,,,,,,,,,0,G1 V,5972,100,-100,0,2.29,0.1,-0.1,0,1.38,0.05,-0.05,0,0.03,0.1,-0.1,0,[Fe/H],3.86,0.05,-0.05,0,16h25m45.13s,246.4380471,-33d34m02.00s,-33.5672217,109.055,1.021,-1.002,7.96,0.03,-0.03,6.581,0.029,-0.029,7.81828,0.000315,-0.000315
HD 148156 b,HD 148156,1,1,Radial Velocity,2009,La Silla Observatory,0,1027,28,-28,0,2.45,0.04,-0.05,0,13.9,,,0,1.24,,,0,270.144,212.937,-15.8908,0,0.85,0.67,-0.05,0,Msini,0.52,0.04,-0.09,0,,,,,,,,,0,G0/2 V,6308,28,-28,0,1.21,0.03,-0.03,0,1.22,,,0,0.29,0.02,-0.02,0,[Fe/H],4.56,0.07,-0.07,0,16h28m17.35s,247.0723035,-46d19m03.03s,-46.3175085,57.1289,0.1488,-0.1481,7.69,0.03,-0.03,6.397,0.023,-0.023,7.55508,0.000152,-0.000152
HD 148164 b,HD 148164,1,2,Radial Velocity,2018,W. M. Keck Observatory,0,328.55,0.41,-0.41,0,0.993,0.066,-0.066,0,13.7,,,0,1.22,,,0,390.9309,79.4575,-79.4575,0,1.23,0.25,-0.25,0,Msini,0.587,0.026,-0.026,0,,,,,,,,,0,F8,6032,,,0,1.34,0.1,-0.1,0,1.21,0.24,-0.24,0,0.24,,,0,[Fe/H],4.16,0.08,-0.07,0,16h25m44.44s,246.4351678,+11d55m08.66s,11.9190729,77.1971,0.3014,-0.2992,8.23,0.03,-0.03,6.906,0.021,-0.021,8.0907,0.000364,-0.000364
HD 148164 c,HD 148164,1,2,Radial Velocity,2018,W. M. Keck Observatory,0,5062,114,-114,0,6.15,0.5,-0.5,0,12.8,,,0,1.15,,,0,1640.0028,260.6206,-260.6206,0,5.16,0.82,-0.82,0,Msini,0.125,0.017,-0.017,0,,,,,,,,,0,F8,6032,,,0,1.34,0.1,-0.1,0,1.21,0.24,-0.24,0,0.24,,,0,[Fe/H],4.16,0.08,-0.07,0,16h25m44.44s,246.4351678,+11d55m08.66s,11.9190729,77.1971,0.3014,-0.2992,8.23,0.03,-0.03,6.906,0.021,-0.021,8.0907,0.000364,-0.000364
HD 148427 b,HD 148427,1,1,Radial Velocity,2009,Lick Observatory,0,331.5,3,-3,0,1.04,0.02,-0.02,0,13.6,,,0,1.22,,,0,413.179,54.0311,-54.0311,0,1.3,0.17,-0.17,0,Msini,0.16,0.08,-0.08,0,,,,,,,,,0,K0 III/IV,5025,4,-4,0,3.86,0.12,-0.12,0,1.64,0.27,-0.27,0,0.08,,,0,[Fe/H],3.48,0.06,-0.06,0,16h28m28.11s,247.1171311,-13d23m58.64s,-13.3996231,71.3499,0.30705,-0.30705,6.90498,0.023,-0.023,4.682,0.021,-0.021,6.63542,0.000127,-0.000127
HD 149026 b,HD 149026,1,1,Radial Velocity,2005,Subaru Telescope,0,2.87589,0.000002,-0.000002,0,0.04364,0.00022,-0.00022,0,8.295,0.224,-0.224,0,0.74,0.02,-0.02,0,120.7754,19.0698,-19.0698,0,0.38,0.06,-0.06,0,Mass,0,,,0,,,,,1626,69,-37,0,0,G0,6179,15,-15,0,1.41,0.03,-0.03,0,1.42,0.33,-0.33,0,0.32,,,0,[Fe/H],4.37,0.04,-0.04,0,16h30m29.52s,247.6229827,+38d20m51.13s,38.3475349,75.8643,0.174,-0.1733,8.15,0.03,-0.03,6.819,0.017,-0.017,8.01416,0.000382,-0.000382
HD 149143 b,HD 149143,1,1,Radial Velocity,2005,Haute-Provence Observatory,0,4.07182,0.00001,-0.00001,0,0.053,0.0029,-0.0029,0,13.6,,,0,1.22,,,0,422.7139,47.6745,-47.6745,0,1.33,0.15,-0.15,0,Msini,0.0167,0.004,-0.004,0,,,,,,,,,0,G0,5856,,,0,1.44,0.08,-0.08,0,1.2,0.2,-0.2,0,0.29,,,0,[Fe/H],4.25,0.05,-0.05,0,16h32m51.04s,248.2126715,+02d05m04.04s,2.0844547,73.2801,0.3623,-0.3588,7.89,0.03,-0.03,6.434,0.026,-0.026,7.74081,0.00029,-0.00029
HD 1502 b,HD 1502,1,1,Radial Velocity,2011,W. M. Keck Observatory,0,428.5,1.2,-1.2,0,1.262,0.092,-0.092,0,13.2,,,0,1.18,,,0,874.0325,50.8528,-50.8528,0,2.75,0.16,-0.16,0,Msini,0.031,0.022,-0.022,0,,,,,,,,,0,K0,4947,,,0,4.67,,,0,1.46,,,0,0.09,0.03,-0.03,0,[Fe/H],3.18,,,0,00h19m17.15s,4.8214389,+14d03m16.86s,14.054683,190.953,2.7675,-2.7675,8.36,0.03,-0.03,6.12,0.026,-0.026,8.10417,0.000361,-0.000361
