pl_name,hostname,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
Kepler-1056 b,Kepler-1056,0.91,0.26,-0.16,0,0.76,0.12,-0.04,0
Kepler-1056 b,Kepler-1056,0.91,0.46,-0.14,0,0.76,0.15,-0.04,0
Kepler-1056 b,Kepler-1056,1.17,,,0,1.13,,,0
Kepler-1056 b,Kepler-1056,0.91,0.46,-0.14,0,0.76,0.15,-0.04,0
Kepler-1056 b,Kepler-1056,1.17,,,0,1.13,,,0
Kepler-1057 b,Kepler-1057,0.92,,,0,1.11,,,0
Kepler-1057 b,Kepler-1057,0.9,0.36,-0.07,0,0.99,0.11,-0.12,0
Kepler-1057 b,Kepler-1057,0.92,,,0,1.11,,,0
Kepler-1057 b,Kepler-1057,0.88,0.34,-0.34,0,0.99,0.07,-0.07,0
Kepler-1057 b,Kepler-1057,1.1,0.36,-0.17,0,1.07,0.15,-0.11,0
Kepler-1057 b,Kepler-1057,0.92,,,0,1.11,,,0
Kepler-1057 b,Kepler-1057,0.9,0.26,-0.09,0,0.99,0.12,-0.13,0
Kepler-1057 b,Kepler-1057,0.9,0.36,-0.07,0,0.99,0.11,-0.12,0
Kepler-1057 b,Kepler-1057,0.9,0.36,-0.07,0,0.99,0.11,-0.12,0
Kepler-1057 b,Kepler-1057,0.92,0.08,-0.07,0,,,,
Kepler-1058 b,Kepler-1058,,,,,,,,
Kepler-1058 b,Kepler-1058,0.55,0.04,-0.05,0,0.54,0.04,-0.03,0
Kepler-1058 b,Kepler-1058,0.69,0.03,-0.04,0,0.73,0.04,-0.05,0
Kepler-1058 b,Kepler-1058,,,,,,,,
Kepler-1058 b,Kepler-1058,,,,,,,,
Kepler-1058 b,Kepler-1058,0.55,0.04,-0.05,0,0.54,0.04,-0.03,0
Kepler-1058 b,Kepler-1058,0.55,0.04,-0.05,0,0.54,0.04,-0.03,0
Kepler-1058 b,Kepler-1058,0.62,0.01,-0.01,0,0.65,0.02,-0.02,0
Kepler-1058 b,Kepler-1058,0.55,0.04,-0.05,0,0.54,0.04,-0.03,0
Kepler-1059 b,Kepler-1059,0.78,,,0,0.79,,,0
Kepler-1059 b,Kepler-1059,0.72,0.04,-0.06,0,0.75,0.04,-0.06,0
Kepler-1059 b,Kepler-1059,0.64,0.3,-0.3,0,0.82,0.3,-0.3,0
Kepler-1059 b,Kepler-1059,0.75,0.06,-0.05,0,,,,
Kepler-1059 b,Kepler-1059,0.73,0.12,-0.06,0,0.81,0.08,-0.1,0
Kepler-1059 b,Kepler-1059,0.73,0.09,-0.06,0,0.81,0.06,-0.1,0
Kepler-1059 b,Kepler-1059,0.78,,,0,0.79,,,0
Kepler-1059 b,Kepler-1059,0.73,0.12,-0.06,0,0.81,0.08,-0.1,0
Kepler-1059 b,Kepler-1059,0.78,,,0,0.79,,,0
Kepler-1059 b,Kepler-1059,0.73,0.12,-0.06,0,0.81,0.08,-0.1,0
Kepler-106 b,Kepler-106,1.04,0.17,-0.17,0,1,0.06,-0.06,0
Kepler-106 b,Kepler-106,1.06,0.07,-0.04,0,1.07,0.14,-0.13,0
Kepler-106 b,Kepler-106,1.03,0.19,-0.1,0,0.94,0.07,-0.06,0
Kepler-106 b,Kepler-106,1.05,0.09,-0.07,0,1.05,0.05,-0.05,0
Kepler-106 b,Kepler-106,1.05,0.05,-0.04,0,,,,
Kepler-106 b,Kepler-106,1.01,0.15,-0.1,0,0.95,0.07,-0.06,0
Kepler-106 b,Kepler-106,1.04,0.17,-0.17,0,1,0.06,-0.06,0
Kepler-106 b,Kepler-106,1.03,0.19,-0.1,0,0.94,0.07,-0.06,0
Kepler-106 b,Kepler-106,1.06,0.07,-0.04,0,1.07,0.14,-0.13,0
Kepler-106 b,Kepler-106,1.03,0.19,-0.1,0,0.94,0.07,-0.06,0
Kepler-106 c,Kepler-106,1.06,0.07,-0.04,0,1.07,0.14,-0.13,0
Kepler-106 c,Kepler-106,1.04,0.17,-0.17,0,1,0.06,-0.06,0
Kepler-106 c,Kepler-106,1.05,0.05,-0.04,0,,,,
Kepler-106 c,Kepler-106,1.03,0.19,-0.1,0,0.94,0.07,-0.06,0
Kepler-106 c,Kepler-106,1.03,0.19,-0.1,0,0.94,0.07,-0.06,0
Kepler-106 c,Kepler-106,1.06,0.07,-0.04,0,1.07,0.14,-0.13,0
Kepler-106 c,Kepler-106,1.06,0.07,-0.04,0,1.07,0.14,-0.13,0
Kepler-106 c,Kepler-106,1.04,0.17,-0.17,0,1,0.06,-0.06,0
Kepler-106 c,Kepler-106,1.05,0.09,-0.07,0,1.05,0.05,-0.05,0
Kepler-106 c,Kepler-106,1.01,0.15,-0.1,0,0.95,0.07,-0.06,0
Kepler-106 c,Kepler-106,1.03,0.19,-0.1,0,0.94,0.07,-0.06,0
Kepler-106 d,Kepler-106,1.03,0.19,-0.1,0,0.94,0.07,-0.06,0
Kepler-106 d,Kepler-106,1.06,0.07,-0.04,0,1.07,0.14,-0.13,0
Kepler-106 d,Kepler-106,1.01,0.15,-0.1,0,0.95,0.07,-0.06,0
Kepler-106 d,Kepler-106,1.05,0.09,-0.07,0,1.05,0.05,-0.05,0
Kepler-106 d,Kepler-106,1.05,0.05,-0.04,0,,,,
Kepler-106 d,Kepler-106,1.04,0.17,-0.17,0,1,0.06,-0.06,0
Kepler-106 d,Kepler-106,1.03,0.19,-0.1,0,0.94,0.07,-0.06,0
Kepler-106 d,Kepler-106,1.04,0.17,-0.17,0,1,0.06,-0.06,0
Kepler-106 d,Kepler-106,1.03,0.19,-0.1,0,0.94,0.07,-0.06,0
Kepler-106 d,Kepler-106,1.06,0.07,-0.04,0,1.07,0.14,-0.13,0
Kepler-106 e,Kepler-106,1.06,0.07,-0.04,0,1.07,0.14,-0.13,0
Kepler-106 e,Kepler-106,1.04,0.17,-0.17,0,1,0.06,-0.06,0
Kepler-106 e,Kepler-106,1.06,0.07,-0.04,0,1.07,0.14,-0.13,0
Kepler-106 e,Kepler-106,1.03,0.19,-0.1,0,0.94,0.07,-0.06,0
Kepler-106 e,Kepler-106,1.05,0.05,-0.04,0,,,,
Kepler-106 e,Kepler-106,1.03,0.19,-0.1,0,0.94,0.07,-0.06,0
Kepler-106 e,Kepler-106,1.05,0.09,-0.07,0,1.05,0.05,-0.05,0
Kepler-106 e,Kepler-106,1.06,0.07,-0.04,0,1.07,0.14,-0.13,0
Kepler-106 e,Kepler-106,1.04,0.17,-0.17,0,1,0.06,-0.06,0
Kepler-106 e,Kepler-106,1.01,0.15,-0.1,0,0.95,0.07,-0.06,0
Kepler-106 e,Kepler-106,1.03,0.19,-0.1,0,0.94,0.07,-0.06,0
Kepler-1060 b,Kepler-1060,1.12,,,0,1.01,,,0
Kepler-1060 b,Kepler-1060,1.15,0.06,-0.05,0,,,,
Kepler-1060 b,Kepler-1060,0.99,0.13,-0.09,0,0.94,0.06,-0.04,0
Kepler-1060 b,Kepler-1060,0.97,0.38,-0.16,0,0.82,0.13,-0.05,0
Kepler-1060 b,Kepler-1060,1.12,,,0,1.01,,,0
Kepler-1060 b,Kepler-1060,0.97,0.38,-0.16,0,0.82,0.13,-0.05,0
Kepler-1060 b,Kepler-1060,1.04,0.43,-0.43,0,0.95,0.09,-0.09,0
Kepler-1060 b,Kepler-1060,1.12,,,0,1.01,,,0
Kepler-1060 b,Kepler-1060,0.99,0.19,-0.11,0,0.99,0.08,-0.07,0
Kepler-1060 b,Kepler-1060,0.97,0.38,-0.16,0,0.82,0.13,-0.05,0
Kepler-1061 b,Kepler-1061,0.98,0.04,-0.05,0,1.16,0.15,-0.18,0
Kepler-1061 b,Kepler-1061,1,0.15,-0.08,0,0.99,0.06,-0.07,0
Kepler-1061 b,Kepler-1061,0.98,0.04,-0.05,0,1.16,0.15,-0.18,0
Kepler-1061 b,Kepler-1061,1,0.04,-0.04,0,,,,
Kepler-1061 b,Kepler-1061,1.19,0.72,-0.16,0,1.07,0.29,-0.1,0
Kepler-1061 b,Kepler-1061,0.98,0.04,-0.05,0,1.16,0.15,-0.18,0
Kepler-1061 b,Kepler-1061,1.19,0.72,-0.16,0,1.07,0.29,-0.1,0
Kepler-1061 b,Kepler-1061,1.19,0.72,-0.16,0,1.07,0.29,-0.1,0
Kepler-1061 b,Kepler-1061,1.3,0.34,-0.34,0,1.18,0.1,-0.1,0
Kepler-1061 b,Kepler-1061,1.07,0.06,-0.05,0,1.09,0.04,-0.04,0
Kepler-1062 b,Kepler-1062,0.78,,,0,0.69,,,0
Kepler-1062 b,Kepler-1062,0.7,0.02,-0.03,0,0.75,0.03,-0.04,0
Kepler-1062 b,Kepler-1062,0.59,0.01,-0.01,0,0.62,0.01,-0.01,0
Kepler-1062 b,Kepler-1062,0.78,,,0,0.69,,,0
Kepler-1062 b,Kepler-1062,0.73,0.06,-0.05,0,,,,
Kepler-1062 b,Kepler-1062,0.66,0.05,-0.06,0,0.65,0.07,-0.06,0
Kepler-1062 b,Kepler-1062,0.78,,,0,0.69,,,0
Kepler-1062 b,Kepler-1062,0.66,0.05,-0.06,0,0.65,0.07,-0.06,0
Kepler-1062 b,Kepler-1062,0.66,0.05,-0.06,0,0.65,0.07,-0.05,0
Kepler-1062 b,Kepler-1062,0.66,0.05,-0.06,0,0.65,0.07,-0.06,0
Kepler-1063 b,Kepler-1063,1.55,0.27,-0.41,0,1.09,0.11,-0.08,0
Kepler-1063 b,Kepler-1063,,,,,,,,
Kepler-1063 b,Kepler-1063,0.88,0.35,-0.08,0,0.91,0.09,-0.07,0
Kepler-1063 b,Kepler-1063,,,,,,,,
Kepler-1063 b,Kepler-1063,1.14,0.3,-0.14,0,1.09,0.11,-0.07,0
Kepler-1063 b,Kepler-1063,0.88,0.35,-0.08,0,0.91,0.09,-0.07,0
Kepler-1063 b,Kepler-1063,0.88,0.35,-0.08,0,0.91,0.09,-0.07,0
Kepler-1063 b,Kepler-1063,0.86,0.55,-0.55,0,0.87,0.13,-0.13,0
Kepler-1064 b,Kepler-1064,,,,,,,,
Kepler-1064 b,Kepler-1064,,,,,,,,
Kepler-1064 b,Kepler-1064,0.64,0.1,-0.04,0,0.69,0.08,-0.06,0
Kepler-1064 b,Kepler-1064,0.71,0.24,-0.24,0,0.81,0.04,-0.04,0
Kepler-1064 b,Kepler-1064,0.77,0.05,-0.04,0,0.81,0.04,-0.04,0
Kepler-1064 b,Kepler-1064,0.64,0.1,-0.04,0,0.69,0.08,-0.06,0
